step,train/loss,train/grad_norm,train/learning_rate,train/epoch,eval/loss,eval/accuracy,eval/precision,eval/recall,eval/f1,eval/runtime,eval/samples_per_second,eval/steps_per_second
10,2.403899908065796,2.173147201538086,1.9998604329884984e-05,0.00029913251637481153,,,,,,,,
20,2.3749001026153564,2.5316779613494873,1.9997009076178074e-05,0.0005982650327496231,,,,,,,,
30,2.346299886703491,2.868462085723877,1.9995013644802384e-05,0.0008973975200206041,,,,,,,,
40,2.3559000492095947,2.4475882053375244,1.9993020032416098e-05,0.0011965300654992461,,,,,,,,
50,2.3273000717163086,2.005488157272339,1.999102642002981e-05,0.001495662610977888,,,,,,,,
60,2.337899923324585,4.896222114562988,1.9989030988654122e-05,0.0017947950400412083,,,,,,,,
70,2.3180999755859375,3.3955037593841553,1.9987237465102226e-05,0.002093927701935172,,,,,,,,
80,2.331199884414673,3.0776660442352295,1.9985242033726536e-05,0.0023930601309984922,,,,,,,,
90,2.240499973297119,3.2113423347473145,1.998324842134025e-05,0.0026921925600618124,,,,,,,,
100,2.2172999382019043,4.285156726837158,1.9981254808953963e-05,0.002991325221955776,,,,,,,,
110,2.159899950027466,3.794027328491211,1.9979259377578273e-05,0.0032904576510190964,,,,,,,,
120,2.204699993133545,3.759948492050171,1.9977265765191987e-05,0.0035895900800824165,,,,,,,,
130,2.140500068664551,3.426502227783203,1.99752721528057e-05,0.0038887227419763803,,,,,,,,
140,2.1191999912261963,3.183368682861328,1.997327672143001e-05,0.004187855403870344,,,,,,,,
150,2.106600046157837,4.857665061950684,1.9971283109043725e-05,0.004486987832933664,,,,,,,,
160,2.039599895477295,5.511431694030762,1.996928949665744e-05,0.0047861202619969845,,,,,,,,
170,2.1203999519348145,8.283295631408691,1.996749415411614e-05,0.005085252691060305,,,,,,,,
180,2.0481998920440674,10.325993537902832,1.9965500541729853e-05,0.005384385120123625,,,,,,,,
190,1.9514000415802002,6.566598892211914,1.9963505110354163e-05,0.005683518014848232,,,,,,,,
200,2.1839001178741455,37.07644271850586,1.9961511497967876e-05,0.005982650443911552,,,,,,,,
210,2.047300100326538,8.421332359313965,1.995951788558159e-05,0.006281782872974873,,,,,,,,
220,2.0355000495910645,4.272616386413574,1.99575224542059e-05,0.006580915302038193,,,,,,,,
230,2.025899887084961,20.679445266723633,1.9955528841819614e-05,0.006880047731101513,,,,,,,,
240,2.14739990234375,7.4006853103637695,1.9953535229433328e-05,0.007179180160164833,,,,,,,,
250,1.9641000032424927,15.189074516296387,1.9951539798057638e-05,0.0074783130548894405,,,,,,,,
260,1.8610999584197998,6.567944049835205,1.9949546185671352e-05,0.007777445483952761,,,,,,,,
270,2.1119000911712646,14.644506454467773,1.9947552573285066e-05,0.008076578378677368,,,,,,,,
280,1.830399990081787,8.409400939941406,1.9945557141909376e-05,0.008375710807740688,,,,,,,,
290,1.9621000289916992,20.01199722290039,1.994356352952309e-05,0.008674843236804008,,,,,,,,
300,1.8056999444961548,4.2522172927856445,1.9941569917136803e-05,0.008973975665867329,,,,,,,,
310,1.9757000207901,6.939971923828125,1.9939574485761113e-05,0.009273108094930649,,,,,,,,
320,2.029400110244751,21.516830444335938,1.9937580873374827e-05,0.009572240523993969,,,,,,,,
330,1.9204000234603882,24.92918586730957,1.993558726098854e-05,0.009871372953057289,,,,,,,,
340,2.030600070953369,247.54698181152344,1.993379191844724e-05,0.01017050538212061,,,,,,,,
350,1.9092999696731567,19.781999588012695,1.9931798306060955e-05,0.01046963781118393,,,,,,,,
360,1.8802000284194946,14.73974895477295,1.9929802874685265e-05,0.01076877024024725,,,,,,,,
370,1.738800048828125,37.419376373291016,1.992780926229898e-05,0.01106790266931057,,,,,,,,
380,1.833899974822998,21.512075424194336,1.9925815649912693e-05,0.011367036029696465,,,,,,,,
390,1.8388999700546265,5.246140480041504,1.9923820218537003e-05,0.011666168458759785,,,,,,,,
400,1.8763999938964844,5.4526214599609375,1.9921826606150717e-05,0.011965300887823105,,,,,,,,
410,1.7244000434875488,35.736839294433594,1.991983299376443e-05,0.012264433316886425,,,,,,,,
420,1.6699999570846558,3.7670178413391113,1.991783756238874e-05,0.012563565745949745,,,,,,,,
430,1.8746000528335571,43.53301239013672,1.9915843950002454e-05,0.012862698175013065,,,,,,,,
440,1.7329000234603882,10.469676971435547,1.9913850337616168e-05,0.013161830604076385,,,,,,,,
450,1.6490000486373901,11.916261672973633,1.9911854906240478e-05,0.013460963033139706,,,,,,,,
460,1.9508999586105347,12.868687629699707,1.9909861293854192e-05,0.013760095462203026,,,,,,,,
470,1.7446999549865723,8.331549644470215,1.9907867681467906e-05,0.014059227891266346,,,,,,,,
480,1.784999966621399,15.324610710144043,1.9905872250092216e-05,0.014358360320329666,,,,,,,,
490,1.7929999828338623,26.406368255615234,1.990387863770593e-05,0.014657493680715561,,,,,,,,
500,1.6871999502182007,7.545691013336182,1.9901885025319643e-05,0.014956626109778881,,,,,,,,
510,1.7490999698638916,18.81620216369629,1.9899889593943954e-05,0.015255758538842201,,,,,,,,
520,1.5987000465393066,9.550617218017578,1.9897895981557667e-05,0.015554890967905521,,,,,,,,
530,1.8514000177383423,12.534187316894531,1.989590236917138e-05,0.01585402339696884,,,,,,,,
540,1.5384000539779663,8.25045108795166,1.989390693779569e-05,0.016153156757354736,,,,,,,,
550,1.5384999513626099,60.780784606933594,1.9891913325409405e-05,0.016452288255095482,,,,,,,,
560,1.9522000551223755,13.918844223022461,1.988991971302312e-05,0.016751421615481377,,,,,,,,
570,1.7618000507354736,27.913101196289062,1.988792428164743e-05,0.017050553113222122,,,,,,,,
580,1.6892999410629272,7.610076904296875,1.9885930669261143e-05,0.017349686473608017,,,,,,,,
590,1.6725000143051147,3.6125197410583496,1.9883937056874856e-05,0.017648817971348763,,,,,,,,
600,1.8457000255584717,16.01180076599121,1.9881941625499167e-05,0.017947951331734657,,,,,,,,
610,1.688099980354309,4.678435802459717,1.987994801311288e-05,0.018247082829475403,,,,,,,,
620,1.5521999597549438,14.54967212677002,1.9877954400726594e-05,0.018546216189861298,,,,,,,,
630,1.5379999876022339,8.379594802856445,1.9875958969350904e-05,0.018845347687602043,,,,,,,,
640,1.6002000570297241,19.138206481933594,1.9873965356964618e-05,0.019144481047987938,,,,,,,,
650,1.784000039100647,24.320486068725586,1.9871971744578332e-05,0.019443614408373833,,,,,,,,
660,1.6038999557495117,5.42643928527832,1.9869976313202642e-05,0.019742745906114578,,,,,,,,
670,1.4250999689102173,14.087730407714844,1.9867982700816356e-05,0.020041879266500473,,,,,,,,
680,1.5839999914169312,39.81344985961914,1.986598908843007e-05,0.02034101076424122,,,,,,,,
690,1.67739999294281,11.002850532531738,1.986399365705438e-05,0.020640144124627113,,,,,,,,
700,1.3306000232696533,27.89356231689453,1.9862000044668093e-05,0.02093927562236786,,,,,,,,
710,1.576300024986267,50.6158332824707,1.9860006432281807e-05,0.021238408982753754,,,,,,,,
720,1.238800048828125,14.4602689743042,1.9858011000906117e-05,0.0215375404804945,,,,,,,,
730,1.4227999448776245,3.978203773498535,1.985601738851983e-05,0.021836673840880394,,,,,,,,
740,1.6868000030517578,3.649977684020996,1.9854023776133545e-05,0.02213580533862114,,,,,,,,
750,1.4250999689102173,41.52855682373047,1.9852028344757855e-05,0.022434938699007034,,,,,,,,
760,1.524899959564209,4.594621658325195,1.985003473237157e-05,0.02273407205939293,,,,,,,,
770,1.392899990081787,10.465056419372559,1.9848041119985282e-05,0.023033203557133675,,,,,,,,
780,1.1967999935150146,75.72650909423828,1.9846045688609593e-05,0.02333233691751957,,,,,,,,
790,1.5663000345230103,7.40065860748291,1.9844052076223306e-05,0.023631468415260315,,,,,,,,
800,1.4916000366210938,3.326437473297119,1.984205846383702e-05,0.02393060177564621,,,,,,,,
810,1.5152000188827515,13.353344917297363,1.984006303246133e-05,0.024229733273386955,,,,,,,,
820,1.2574000358581543,10.757221221923828,1.9838069420075044e-05,0.02452886663377285,,,,,,,,
830,1.0898000001907349,35.60336685180664,1.9836075807688758e-05,0.024827998131513596,,,,,,,,
840,1.3969000577926636,10.587093353271484,1.9834080376313068e-05,0.02512713149189949,,,,,,,,
850,1.4564000368118286,41.664546966552734,1.9832086763926782e-05,0.025426262989640236,,,,,,,,
860,1.488700032234192,7.65683126449585,1.9830093151540495e-05,0.02572539635002613,,,,,,,,
870,1.3895000219345093,15.968642234802246,1.9828097720164806e-05,0.026024529710412025,,,,,,,,
880,1.3476999998092651,23.487499237060547,1.982610410777852e-05,0.02632366120815277,,,,,,,,
890,1.3818999528884888,16.838407516479492,1.9824110495392233e-05,0.026622794568538666,,,,,,,,
900,1.521399974822998,4.72479772567749,1.9822115064016543e-05,0.02692192606627941,,,,,,,,
910,1.4422999620437622,102.06232452392578,1.9820121451630257e-05,0.027221059426665306,,,,,,,,
920,1.4149999618530273,60.38753890991211,1.981812783924397e-05,0.02752019092440605,,,,,,,,
930,1.2822999954223633,11.356147766113281,1.981613240786828e-05,0.027819324284791946,,,,,,,,
940,1.3217999935150146,7.7141571044921875,1.9814138795481995e-05,0.028118455782532692,,,,,,,,
